tconst;titleType;germanTitle;primaryTitle;originalTitle;startYear;endYear;runtimeMinutes;genres;IMDBRating;rating;critic;date;tags
tt0116922;movie;Lost Highway;Lost Highway;Lost Highway;1997;\N;134;Mystery,Thriller;7.6;3.0;"[""Fangen wir erst mal mit dem guten an. Der Soundtrack ist fantastisch. Nicht nur die Lieder an sich, sondern auch wie sie eingesetzt werden. Auch die kleinere Stücke nebenher geben echt was her. Dazu ist der Film Handwerklich gut gemacht. Es gibt ein paar Szenen die einen interessanten Ansatz oder Struktur haben. Lynch eben.\n"", ""Aber da hört es bei mir schon auf. Die Charaktere sind durch die Bank durch flach gehalten. Keiner geht über eine zwei Wort Beschreibung hinaus. Sie werden auch nicht besser durch das eher schlechte Schauspiel das dort an den Tag gelegt wird.\n"", ""Es ist so ähnlich wie ""Wenn alle was besonderes sind, das ist niemand besonders"". So fühlt sich der Film an. Alles wirkt weird und bizzar, wird aber niemals richtig im Kontrast gelegt, sonder plätschert so fröhlich weiter vor sich hin, auch wenn es der Film versucht. Am Ende bleibt einem nur eine eigene Interpretation, was ich an sich sehr mag, aber bei diesen dünnhäutigen Film eher flach fällt. Stellt er sich das alles nur vor? Versucht er irgendwie eine Heldengeschichte zu basteln? War sie wirklich tot oder ist sie nur untergetaucht. Am Ende ist doch alles egal, wenn im Auto den Highway entlang rast und sein Gesicht dabei auf schon fast komische Art und Weise verzerrt wird.\n"", ""Leider gar nichts für mich. ""]";2019-05-08 21:08:00;
tt3286052;movie;Die Tochter des Teufels;"The Blackcoat""s Daughter";February;2015;\N;93;Horror,Mystery,Thriller;5.9;6.0;"[""February ist an sich ein etwas anderer Horror Film. Er nimmt sich die Zeit um eine Atmosphäre aufzubauen, anstatt einen Schock Moment an den nächsten zu hängen, wie es oft der Fall ist. Das ist aber natürlich auch relativ gefährlich, wenn es nämlich schief läuft, dann fällt der ganze Film flach.\n"", ""An sich ist es dem Film schon ganz gut gelungen, aber so 100% zünden wollte er dann doch nicht. Die Aufteilung und den Fokus auf die drei Charaktere war eine nette Sache, vor allem wenn man die fehlenden Puzzleteile plötzlich klar werden, sobald man einen anderen Blick bekommt. Als man z.B. erfährt, das Rose sterben wird, haben wir eine klassische Hitchkock Bombe unter dem Tisch Situation, welche all ihre Szenen noch ein wenig spannender machen.\n"", ""Die große Offenbarung, was mit Kat los ist und wer daran schuld ist, ist ein wenig lahm. Nicht ihre Taten, aber der Täter ist uninspiriert und irgendwie dröge. Das ganze wird ein wenig gerettet von ""Joan"", welche zum Tatort zurückkehrt um dort mit einer Opfergabe sich wieder mit ihm vereinigen möchte. Das kulminiert mit einem sehr schönen letzten Shot, wie sie quasie zusammenbricht, da sie jetzt endgültig allein ist und mit ihren Taten leben muss.\n"", ""Der Film an sich ist handwerklich recht gut, zieht sich aber manchmal eindeutig zu lange. Spannungsaufbau hin oder her, man kann es auch übertreiben. Die Schauspieler machen ein sehr guten Job , vor allem Kiernan Shipka, welche den Verfall und die Creepyness super rüber bringt. Als Horror Fan war der Film nicht schlecht, hinkt aber daran wirklich sehr gut zu werden. ""]";2019-05-11 13:12:00;
tt2911666;movie;John Wick;John Wick;John Wick;2014;\N;101;Action,Crime,Thriller;7.4;8.0;"[""John Wick ist ein besonderer Film. Ähnlich wie Stirb Langsam, Taken, Dredd oder gar\n"", ""den ersten Matrix, erschafft John Wick eine neue Struktur und Bildsprache, welche viele Neider und Imitatoren nach sich ziehen wird.\n"", ""Herrlich geradlinig, mit einem Regisseur, Kameramann und Schauspieler welche genau wissen was sie wollen. Fantastische Action ohne wackelnde Kamera, in der man jeden Punch und jeden Kopfschuss genau sehen und fühlen kann. Nichts lenkt wirklich von dem ab, was der Film erreichen möchte. Die Geschichte ist so klar wie nachvollziehbar. Der Charakter John Wick wird herrlich aufgezogen. Man braucht eigentlich keine weitere Vorstellung, wenn selbst die größten Gangbosse nur bei der erwähnung des Namens in Zittern geraten. Die Welt drum herum wird in groben aber interessanten Zügen gezeichnet. Von Killern mit einem Ehrencodex und strikten Regeln inmitten der Anarchie. Und er nimmt sich dabei nie ernst, das würde der Action im weg stehen.\n"", ""Ein wirklich brillianter Film, der ein Fundament für was ganz großes legen kann. Endlich mal wieder Action die man richtig genießen kann. ""]";2019-05-19 02:07:00;
tt4425200;movie;John Wick: Kapitel 2;John Wick: Chapter 2;John Wick: Chapter 2;2017;\N;122;Action,Crime,Thriller;7.4;7.0;"[""Dem ersten Teil zu folgen ist kein leichtes. Sie haben mit John Wick ein gutes Fundament und genügend Lore aufgebaut, damit man damit gut eine Narrative stricken kann.\n"", ""In vielen Bereiche legt Kapitel 2 dabei richtig vor. Der Anfang ist herrlich Snappy und schlägt eine wunderbare Brücke zum Ende des letzten Filmes. Es springt gleich in die Action und zeigt John Wick von der besten Seite. Auch geht es anschließend recht ordentlich weiter. Das Entdecken der Assassinen Welt, die Verstrickung und Regeln. Wenn John Wick einkaufen geht treibt es die Vorfreude immer weiter in die höhe.\n"", ""Anschließend verliert der Film leider ein bisschen an Fahrt. Sein Opfer wird noch mehr zur schau gestellt und sie lassen sich viel zu viel Zeit für die Badezimmer Szene. Es geht gut weiter aber irgendwie verliert sich im späteren Verlauf der Film ein wenig, sodass er nie an die genialität des erstens ran kommt. Es wird irgendwie zu viel drum herum entwickelt, welches dem Film ein wenig die Luft zum Atmen nimmt.\n"", ""John Wick: Kapitel 2 ist immer noch ein guter Film, der aber zum Teil eher wie ein Narratives Experiment mit anbanden an das klassische Action Kino anfühlt, als das revolutionäre Gun Fu Abenteuer des ersten Filmes. ""]";2019-05-19 02:14:00;
tt0120755;movie;Mission: Impossible 2;Mission: Impossible II;Mission: Impossible II;2000;\N;123;Action,Adventure,Thriller;6.1;4.0;"[""Mission Impossible 2 ist so ein Kind der 2000er, und der Film lässt einen das mit jedem Shot, mit jedem Song und jedem Gadget schmerzhaft spüren. Wenn Ethan Hunt beim Freeclimbing von einem Helicopter überrascht wird, der eine Art Bombe abwirft, was sich nur als Behälter von den hässlichsten Sonnenbrille herausstellt, merkt man das gerade etwas besonderes passiert. Gerade am Anfang rutscht der Film mehrmals in den Bereich, so schlecht das es schon wieder gut ist, ab. Aber selbst dieses Niveau kann es leider nicht wirklich halten. Das ganze wird auch nicht besser mit einem uncharismatischten Bösewicht, einer sehr gezwungenen Liebesgeschichte und einem Plot voller Löcher.\n"", ""Die Kamera ist furchtbar, der Schnitt ebenso und die Musik gehört zu dem schlechtesten was ich je in einem Action Film gehört habe.\n"", ""Aber gerade der Trash Faktor rettet den Film ein wenig für mich, das ich dem immerhin dabei etwas abgewinnen konnte. Aber sonst, wirklich nicht empfehlenswert.""]";2019-05-30 11:52:00;
tt0117060;movie;Mission: Impossible;Mission: Impossible;Mission: Impossible;1996;\N;110;Action,Adventure,Thriller;7.2;6.0;"[""Der erste Mission Impossible Film ist noch etwas besonderes. Als Reboot einer, sich nicht sehr ernst nehmenden Serie aus den 60ern, versucht sie ein ähnliches Gefühl rüber zu bringen, mit all den neuen Mitteln, welche die Filmwelt mitten in den 90ern eben so zu bieten hatten.\n"", ""Allen voran ist MI ein Agentenfilm. Man weiß nie wenn man trauen kann, wer die wahrheit sagt oder wer wen gegen wen ausspielt. Mit mehreren Fraktionen die alle ihren eigenen Plan verfolgen und Ethan Hunt inmitten den ganzen, der herauszufinden versucht was hier eigentlich los ist.\n"", ""Die Action ist ganz gut, die verschiedenen Charaktere ebenso und die Story hat viele vorhersehbare und unvorhersehbaren Kurven. Leider wird der Film im Verlauf doch ein bisschen zu konfus, was dem Film overall leider weniger hilft. Aber dennoch ist es ein unterhaltsamer Film den man sich mal an nem ruhigen Wochenende anschauen kann.""]";2019-05-31 10:08:00;
tt0317919;movie;Mission: Impossible 3;Mission: Impossible III;Mission: Impossible III;2006;\N;126;Action,Adventure,Thriller;6.9;7.0;"[""Die Jagd nach Rabbit Foot beginnt schon äußerst heftig. Ethan Hunt, der coole und überlegte Held der letzten zwei Filme wird plötzlich zum äußersten getrieben, von einem fantastischen Philip Seymour Hoffman.\n"", ""Die Geschichte ist diesmal auch persönlicher, was nervig sein kann, aber ich in diesen Film relativ gut umgesetz finde. Ethan war eigentlich aus dem Spiel, sicher mit einer geliebten Frau und einem sicheren und ruhigen Leben. Mit jeder Aktion die er mit seinem Team ausführt wird er mehr reingezogen, bis er nicht mehr raus kommt.\n"", ""MI-III ist der erste Film der Reihe, welcher die moderne Formel von akzeptabler Story, interessanter Bösewichte und fantastischer Action punktet. Und das ganze funktioniert wirklich gut! Ich mag auch das der sogenannte Rabbit Foot wirklich nicht mehr als ein McGuffin ist, welcher keine weitere relevanz besitzt. Es ist eine sehr cheeky Art und Weise zu zeigen was ihnen wichtig ist, aber der Fokus hat dem ganzen Film meiner Meinung nach gut getan.\n"", ""Wenn ich noch einen Wunsch gehabt hätte, dann wäre es mehr von Hoffman zu sehen, der den Bösewicht mit so einer sogstarken ausstrahlung spielt, das es schade ist, das er nur so wenig zum Einsatz gekommen ist.""]";2019-05-31 10:27:00;
tt1156398;movie;Zombieland;Zombieland;Zombieland;2009;\N;88;Action,Comedy,Horror;7.6;7.0;"[""Ich bin eigentlich gar kein Fan von Zombie Filmen. Zombies sind uninteressante Gegner, als Allegorie schon längst ausgelutscht und gerade im Zeitalter des Internets ist es oft eine dämlicher Power Fantasie von Edgelords, die mir einfach auf die nerven geht.\n"", ""Zombieland schaft dabei den interessanten Spagat die Zombie Apokalypse so zu gestalten, das selbst ich spaß dabei haben kann. Die Charaktere sind ansprechend entwickelt. Jeder ist in sich ein Original und lebt das total aus. Der Plot dümpelt so vor sich hin, was aber auch gar nicht schlimm für den Film ist. Die Überraschung mit Bill Fucking Murray ist ebenfalls sehr gelungen und die ganze Szenen mit ihm sind mit herrlich viel trockenen Humor gespielt.\n"", ""Dazu nutzt Zombieland auch das Film Medium um, z.B. durch das Einblenden der Regeln, immer wieder interessante Gags und Komik in die Szenen zu bringen.\n"", ""Zombieland ist kein fantastischer Film, aber das was er macht, macht er richtig gut und macht auch richtig spaß. Ich freu mich schon auf den zweiten Teil der dieses Jahr noch rauskommen soll.""]";2019-05-31 11:37:00;
tt0492784;movie;Strange Circus;Strange Circus;Kimyô na sâkasu;2005;\N;108;Drama,Horror,Mystery;6.9;9.0;"[""Sion Sono ist für mich einer der großartigsten Regisseure unserer Zeit. Er nutzt das Medium des Filmes komplett aus. Die Kamera, das Set, die Schauspieler, das Drehbuch, der Schnitt, Sound und Musik. Alle greifen zusammen um eine großartige Erfahrung und ein Kunstwerk zu schaffen.\n"", ""Und was für eine perverse, verstörende Erfahrung hier gemacht wird, sucht wahrlich seines gleichen. Solche Themen wie Misshandlung von Kindern und ebenso von Erwachsenen wurde schon zig mal in allen möglichen Medien durchgekaut, aber nie auf diese Art. Man sieht und spürt was für tiefe Narben so etwas nach sich ziehen kann. Das alles durch die Augen der verschiedenen Charaktere, wo man sich ständig fragt, was ist real, was ist fantasie.\n"", ""Selten sieht man so kaputte Charaktere die wirklich jenseits jeder hilfe liegen und sich in ihren eigenen Kopf ständig im Kreis drehen, wie ein Riesenrad auf einem Jahrmarkt. ""]";2019-06-02 14:08:00;
tt5311514;movie;Your Name. - Gestern, heute und für immer;Your Name.;Kimi no na wa.;2016;\N;106;Animation,Drama,Fantasy;8.4;9.0;"[""Der Film stand schon lange auf meiner Liste. Als früherer Anime fan, bin ich eher genervt was heute oft aus Japan kommt. Deswegen freu ich mich immer wieder wenn ich solche Kleinods zu gesicht bekomme.\n"", ""Das Konzept ist interessant und gibt viel Raum für lustige und tiefsinnige Einblicke in das Leben der zwei Protagonisten. Aber der Film hebt erst richtig in der mitte ab, als sich plötzlich alles ändert und eine gewisse Eile aufgebaut wird, nur um am Ende vor einem katastrophale Ergebnis zu stehen. Mit einem letzten Versuch schwillt die Spannung und Emotionen an. Um dann brutal wieder in die nüchterne Welt hereingeworfen zu werden. Normalerweise finde ich, ist ein happy end kein muss für ein Film. aber bei diesem Film war ich einfach nur glücklich als alles doch auf einer positiver Note geendet hat.\n"", ""Der Film ist eine emotionale Achterbahn die mich in allen ecken und wendung mitgenommen hat. Gerade in dem düsteren Mittelteil spürte ich einen Knoten in meiner Brust, das nur wenig Filme hinbekommen. Dazu ist der Anime einfach nur hinreißend und prachtvoll gezeichnet und animiert. Die Voice Actor (hab ihn auf japanisch gesehen) machen ihren Job richtig gut und die Charaktere sind auch fantastisch ausgearbeitet. Die Übersetzung könnte manchmal ein bisschen besser sein, und das teasing am Ende hätte auch nicht sein müssen, aber sonst ist es echt ein fantastischer Film den ich auf jeden Fall empfehlen kann. ""]";2019-06-03 11:33:00;
tt0102926;movie;Das Schweigen der Lämmer;The Silence of the Lambs;The Silence of the Lambs;1991;\N;118;Crime,Drama,Thriller;8.6;8.0;"[""Was für ein Thriller. Selbst mit all den Jahren auf den Buckel hat er nichts von seiner faszination und spannung verloren. Anthony Hopkins als Hannibal, Ted Levine als Buffalo Bill und Jodie Foster als Clarice Starling sind alle fantastisch besetzt und spielen ihren Rollen in perfektion. Das Drehbuch ist ebenfalls verdammt gut und wird von Jonathan Demme auf eine großartige Art und Weise umgesetzt. Das Spiel zwischen Hannibal und Clarice wird auf eine neue filmische Ebene gehievt mit einer genialen Kameraführung, welche die Szene einfach noch um so viel mehr erweitert.\n"", ""Ein wirklich genialer Film der vollkommen zurecht seinen Ruf weg hat.""]";2019-06-03 11:39:00;
tt4912910;movie;Mission: Impossible 6 - Fallout;Mission: Impossible - Fallout;Mission: Impossible - Fallout;2018;\N;147;Action,Adventure,Thriller;7.7;9.0;"[""Mit jedem Film (ausgenommen Teil 2) hat sich die Mission Impossible Reihe immer weiter gesteigert. Bessere Action, bessere Stunts, bessere Story, bessere Charaktere. All das kulminiert nun in Fallout, meiner Meinung nach der beste Teil der Serie.\n"", ""Die Story ist fantastisch inzisniert und wirft immer wieder die Helden in interessante Szenarien, aus denen sie manchmal nur schwer heraus kommen, und selbst wenn, hat meist alles eine Konsequenz. Genau so soll es sein. So auch die Charaktere, so viele von ihnen erleben einen zufriedenstellenden Charakterarc, an den man bei den anderen Filmen vielleicht gar nicht gedacht hat. Es ist auch, wenn man alle Filme davor gesehen hat, richtig schön zu sehen, das alte Charaktere wieder auftauchen und eine wirkliche auswirkung auf den Story verlauf haben. Das Drehbuch ist so tight und fokusiert geschrieben, das es einfach nur Spaß macht.\n"", ""Die Action ist ebenfalls wieder bombastisch. Die Kampfszene im Club, mit drei klar verschiedenen Kampfstilen, ist so geschickt und interessant aufgebaut. Und man spürt jeden Punch, und genau so soll es auch sein. Auch solche Wahnwitzigen Stunts wie den Halo Jump oder die Helikopter Szene am Ende sind so spannend gezeichnet, das sie auch beim x-ten mal anschauen nicht langweillig wird.\n"", ""Ein wirklich rundes Filmerlebnis, wie man es leider viel zu selten sieht.""]";2019-06-06 16:44:00;
tt1229238;movie;Mission: Impossible 4 - Phantom Protokoll;Mission: Impossible - Ghost Protocol;Mission: Impossible - Ghost Protocol;2011;\N;132;Action,Adventure,Thriller;7.4;7.0;"[""Nachdem Teil 3 schon viel potential gezeigt hat, ging es mit Phantom Protokoll wieder ein Schritt nach oben. Der Bösewicht ist leider nicht so gut ausgearbeitet (was ja bis jetzt sehr typisch für die MI Reihe ist), aber das drum herum stimmt einfach.\n"", ""Die Geschichte ist mit all ihren Wendungen spannend erzählt. Die Einsätze werden ständig erhöht und es gibt ein haufen Fraktionen die alle ihre eigenen Ziele verfolgen. Sowas macht ein guten Spion Thriller aus. Nicht schlimm wenn die Russen einfach nur Ethan Hunt schnappen wollen, es reicht um das Adrenalin ständig hochzutreiben. Selbst ohne die Story, schaffen das die Stunts auch wirklich wunderbar. Die Szenen in Dubai sind atemberaubend und fantastisch aufgebaut und ausgespielt.\n"", ""Etwas das den Film noch ein bisschen zurück hält, sind die eher lahmen Charaktere. Das Team von Ethan ist wie immer sympatisch, aber eben nicht wirklich herausragend. Es werden kleine interessante Kniffen gespielt, wie das Brandt Ethan schon mal entäuscht hat, und sich deshalb so sonderbar verhält, aber das reicht leider noch nicht aus um daraus ein richtig rundes Erlebnis zu gestalten. Aber hey, es macht richtig viel Spaß beim zuschauen.""]";2019-06-06 16:52:00;
tt2381249;movie;Mission: Impossible 5 - Rogue Nation;Mission: Impossible - Rogue Nation;Mission: Impossible - Rogue Nation;2015;\N;131;Action,Adventure,Thriller;7.4;8.0;"[""Rouge Nation treibt das Franchise weiter voran. Schon zu beginn werden die vorhergesehenen Vorstellungen über den haufen geworfen. Da kann ich jetzt von dem absolut waghalsigen Stunt mit dem Flugzeug reden, oder eben davon wie MIF auf den Kopf gestellt wird, durch das auftreten des Syndikats. Von Anfang an wird klar, das Ethan komplett auf sich alleine gestellt ist, und hier kann der Charakter richtig scheinen. Die Szenen in den Ethan und sein Team geworfen werden, sind immer interessant gestaltet mit gewissen restriktionen, mit dem der Film sehr gerne spielt.\n"", ""Das Syndikat und Solomon Lane ist eine wirklich interessante Geschichte, welche Ethans hierige Situation wunderbar wiederspiegelt. Die Einführung von Ilsa gibt der Serie endlich mal einen Kick-Ass weiblichen Charakter mit ein bisschen mehr als nur puren Skills und Schönheit. Ihre Seite des Konflikts ist ebenfalls super interessant und gerade so nah an Ethans aber gleichzeitig so weit weg das man sich bei ihr nie sicher sein kann. Auch die weitere Seite von MI6 bringt dem ganzen mal ein bisschen mehr gewünschte Abwechslung.\n"", ""Super unterhaltsamer und gut gemachter Film. ""]";2019-06-06 17:00:00;
tt9806192;movie;Ich habe meinen Körper verloren;I Lost My Body;"J""ai perdu mon corps";2019;\N;81;Animation,Drama,Fantasy;7.5;6.0;"[""Ein faszinierender Film, der vieles richtig macht, aber mich irgendwie nicht wirklich packen wollte.\n"", ""Fangen wir erst mal von vorne an. Der Art-Style ist großartig. Die Zeichnungen sind verdammt gut gelungen. Egal ob es das Charakterdesign oder die Hintergründe sind. Die Animationen, wenn sie mal ihre Muskeln zeigen, sind ebenfalls fantastisch. Manchmal, wenn es nicht der Fokus Punkt ist, sind sie ein wenig rudimentär, aber das ist auch in Ordnung. In dieser Richtung macht der Film alles richtig.\n"", ""Von der Story her, gefällt mir alles mit der Hand ausgesprochen gut. Es ist innovativ gezeigt. Leider fällt der Rest der Geschichte extrem flach für mich. Mich interessiert die Geschichte von Naofel rein gar nicht. Spätestens wenn er im hier und jetzt ankommt breitet sich bei allem was er tut entweder ein gewisses Gefühl von Fremdschäme oder Langeweile aus. Ich kann auch nicht direkt darauf deuten warum, aber es hat mich einfach gar nicht gegriffen geschweige den interessiert.\n"", ""Deswegen hat der Film von mir auch nur eine 6 bekommen. So viel gutes und so viel mühe und liebe, die dann doch irgendwie brach liegen. Schade. ""]";2019-06-12 17:35:00;
tt1764657;movie;The Great White Silence;The Great White Silence;The Great White Silence;1922;\N;80;Documentary;8.0;7.0;"[""Ein faszinierendes Zeitzeugnis das durch ihre über 100 jahre alten Bilder beeindruckt und einem die leiden und schwierigkeiten der damaligen Expedition mitfühlen lässt. Auch bekommt man ein interessanten Einblick in die herangehensweise der damalige Menschen an diese Ausnahmesituation. Auf jeden Fall eine Dokumentation Wert es mal angesehen zu haben.""]";2019-06-13 00:58:00;
tt0100157;movie;Misery;Misery;Misery;1990;\N;107;Drama,Thriller;7.8;5.0;"[""Misery ist ein Film der vor allem durch seine interessante Geschichte besticht. Es ist auch so, das Kathy Bates und James Caan ihre Rollen echt gut spielen. Leider wird der Film sonst im Allgemeinen von seinen schwächen heruntergezogen. Die Inszenierung ist nicht so gut, die Kamera und Cinematography fällt oftmals auch flach, und der Soundtrack ist ziemlich mies. Die ganze Atmosphäre leidet darunter und hält den Film davon ab etwas wirklich großartiges zu sein.""]";2019-06-13 13:44:00;
tt0092005;movie;Stand by Me - Das Geheimnis eines Sommers;Stand by Me;Stand by Me;1986;\N;89;Adventure,Comedy,Drama;8.1;8.0;"[""Ein absolut klassischer Coming-Of-Age Film, der trotz seiner gebundenen Zeit doch immer noch frisch und zeitlos ist. Man muss nicht durch die 1959er gegangen sein um sich in irgendeiner Art und Weise wieder in der Geschichte zu erkennen. Ich musste bei manchen Themen auch an Breakfast Club denken, welcher Zeitlich gesehen ca. dreißig Jahre danach spielt, aber dennoch die selben Themen und Anstrengungen des erwachsens werden behandelt.\n"", ""Der Film an sich ist wunderbar gemacht. Man fühlt sich sofort in die 1950er versetzt, und diesmal auch mit etwas schrottig zugefahrenen Autos, anstatt den Glanzbildern die man heute sieht, wenn ein Film einen dort hin versetzten möchte. Der Soundtrack ist fantastisch und wird auf geschickte Art und Weise sparsam eingesetzt. Die Schauspieler machen ein verdammt guten Job, vor allem wenn man bedenkt wie jung sie doch sind. Und das Drehbuch ist ebenfalls genial und feinfühlig und es wirkt alles irgendwie echt. Mein persönliche lieblings King verfilmung (Shining mal außen vor genommen). ""]";2019-06-13 13:52:00;
tt0096283;movie;Mein Nachbar Totoro;My Neighbor Totoro;Tonari no Totoro;1988;\N;86;Animation,Comedy,Family;8.1;7.0;"[""In typischer Miyazaki und Ghibli manier ist Tonari Totoro ein wunderschöner und Herz erwärmender Film. Die Animationen sind süß, die Hintergründe brilliant gezeichnet und das ganze wird noch durch den Soundtrack von Joe Hisaishi abrundet. Totoros Design ist ebenfalls einfach nur genial. Sie haben es geschafft dieser Kreatur so viel Leben und Charakter einzuhauchen, wo selbst die kleinste Bewegung, wie das wackeln der Nase, ihn nur noch näher bringt. Auch kein Wunder das Ghibli sich dafür entschieden hat, ihn als Maskottchen zu nehmen.\n"", ""Wenn man sich dann noch über die hintergründe der Geschichte beliest, wie die Mutter von Miyazaki lange im Krankenhaus lag und es ihn damals sehr belastet hat, gibt dem Film auch eine ehrliche und persönlich autobiographische Note.\n""]";2019-06-13 13:59:00;
tt0020530;short;Ein andalusischer Hund;An Andalusian Dog;Un chien andalou;1929;\N;16;Fantasy,Horror,Short;7.6;8.0;"[""Ein sonderbarer und eindringlicher Film, auch über den Augenschnitt hinaus. Man weiß nie ob die beiden einen an der Nase herumführen möchten, wenn sie plötzlich ""vor 16 Jahren"" einblenden, oder ob es vielleicht doch eine tiefere Bedeutung hat. Ist der Film jetzt urkomisch oder bitterer Ernst? Ist es künstlerisch Wertvoll wenn der Mann zwei Pianos mit toten Eseln und festgebundenen Geistlichen voran zieht, oder doch nur quatsch? All das macht für mich den Film so interessant. Man kann es so oder so sehen, wie das abstrakte Kunstwerk das es ist. ""]";2019-06-13 14:02:00;
tt0048363;short;Les maîtres fous;The Mad Masters;Les maîtres fous;1955;\N;36;Documentary,Horror,Short;6.6;6.0;"[""Mir war nicht ganz klar auf was ich mich da einließ. Und um ehrlich zu sein, ist es mir immer noch nicht ganz klar, jetzt wo der Film vorbei ist.\n"", ""Ein sonderbarer Blick in die Niesche einer fremden Kultur, welche so vom Kolonialismus zerfressen wurde, das der Wahn einzug gehalten hat. Die Bilder sind eindrucksvoll, vor allem am Ende, im Vergleich, wenn sie ihre Bessesenheit abgelegt haben und der Alltag wieder eingezogen ist. ""]";2019-06-13 14:07:00;
tt0093409;movie;Lethal Weapon - Zwei stahlharte Profis;Lethal Weapon;Lethal Weapon;1987;\N;109;Action,Crime,Thriller;7.6;7.0;"[""Ich mag den ersten Lehtal Weapon Film. Die Dynamik zwischen dem suizidalen Riggs und dem alt eingesessenen Murtaugh bildet eine wunderbare Body Cop Dynamik, der zwischen tiefen Ernst und Spaß wechseln kann, ohne das es irgendwie sonderbar wirkt.\n"", ""Die Geschichte in welche die beiden reingezogen werden, ist ebenfalls spannend erzählt, mit hochtrainierten Gegnern welche aus früheren eigenen Reihen kommen und als Schatten des Vietnamkrieges noch über allem verhängt. Gerade die psychotische Rolle von Garey Busey als Mr. Joshua gibt den ganzen auch einen interessanten und fähigen Bösewicht.\n"", ""Und das wichtigste: Der Fim macht einfach Spaß. Ob es die quips zwischen den beiden Kollegen, der überzogenen Musik oder den sonderbaren Szenarien sind, in welche sie geworfen werden, der Film macht einfach Spaß!""]";2019-06-13 14:13:00;
tt2239822;movie;Valerian - Die Stadt der tausend Planeten;Valerian and the City of a Thousand Planets;Valerian and the City of a Thousand Planets;2017;\N;136;Action,Adventure,Fantasy;6.4;2.0;"[""Mit Luc Besson weiß man nie genau was bekommt. Der selbe Mensch der ""Léon der Profi"" gemacht hat, saß auch bei ""Lucy"" im Regiestuhl. Und nun hat auch ""Das Fünfte Element"" seinen crappy counterpart bekommen.\n"", ""Es fängt alles noch vielversprechend an. Eine interessante Zukunftsvision (die mir als persönliche Philosophie auch sehr zugesprochen hat) mit einem Blick auf ein Idylischen Planeten, der plötzlich massiver Zerstörung ausgesetzt wird. Bis hier hin ist noch alles gut, aber dann kommt die größte krux für diesen Film, der Hauptcharakter. Valerian ist ein furchtbarer Charakter der noch schlechter durch Dana Dehaan dargesetllt wird. Ständig mit nem coolen Spruch auf den Lippen, ein massiven Resüme von Fähigkeiten und Intelligenz welcher der Charakter kein einziges mal gerecht wird. Er leitet einen schmerzhaft und nervig durch den Film und jedes mal wenn man das Gefühl hat, er könnte jetzt ein bisschen besser werden, nimmt er einen Nosedive und macht alles nur noch nerviger.\n"", ""Dazu kommt, das man als nicht Fan der Original Comic Reihe manchmal einfach in Situationen reingeworfen wird oder mit Charakter in Berührung kommt, auf die man einfach nicht genügend vorbereitet ist. Man nimmt es irgendwann so hin, da es der Film einfach nicht hergeben möchte, aber da ist der Zug eh schon abgefahren.\n"", ""Was für eine herbe entäuschung. Valerian ist kein Jupiter Ascending... aber viel fehlt da nicht mehr. ""]";2019-06-13 14:22:00;
tt8695030;movie;"The Dead Don""t Die";"The Dead Don""t Die";"The Dead Don""t Die";2019;\N;104;Comedy,Fantasy,Horror;5.5;3.0;"[""Auf dem Papier könnte ""The Dead Don\""t Die"" zu einem Meistwerk werden. Die Schauspieler stimmen, der Regisseur stimmt und das ganze Zombie Genre könnte gerne mal wieder etwas frischen Wind vertragen. Jim Jamusch hätte dieser sein können, welcher das ausgelutsche in einem neuen Licht erstrahlen lassen lässt. Was aber am Ende dabei rauskam war eine herbe entäuschung.\n"", ""Der Film fängt recht langsam an und trottet fröhlich vor sich her, während er Charaktere und Orte vorstellt. Mit einem fetten Augenzwinkern wird die vierte Wand durchbrochen und man stellt sich auf etwas besonderes ein. In der ersten Nacht werden diese Hoffnungen leider schon zunichte gemacht. Standart Horror Kram der untersten Schublade. Einzig allein mit dem Joke: ""HAHAHA, dieser Schauspieler sieht eh schon wie untot aus, wie lustig"". Das ganze wird am nächsten Tag auf eine richtig uninspirierte Art und Weise platt getreten. Und all die Hoffnung welche man in den Film hatte, zerfällt langsam vor den eigenen Augen. Ein Lichtblick: Tilda Swinton und ihr sonderbarer aber charmanter Charakter. Sie ist es auch weswegen es sich noch zu schauen gelohnt hat... bis auch ihr Chara am Schluss vollkommen zerstört wird.\n"", ""Aus dem ironischen Augenzwinkern wird rapide ein verschließen der Augen, weil man einfach nicht mehr sehen will, was da auf die Leinwand gebannt wird. Uninspiriert und Dröge insziniert, mit flachen Witz und dummen Allegorien. Haha, ein Star Wars Joke. Haha, die Zombies wollen Wifi. Haha, darum ist diser Charakter so cool dabei. Alles ist lahm und nimmt den Zuschauer überhaupt nicht ernst. Dazu eine übergreifende Aussage die schon nach Romero einfach nur veraltet und langweillig ist, die von einem faustschwingenden alten Mann auf seiner Veranda kommen könnte.\n"", ""Hände weg von diesen Film.""]";2019-06-14 01:13:00;
