	tconst	titleType	germanTitle	primaryTitle	originalTitle	startYear	endYear	runtimeMinutes	genres	IMDBRating	rating	critic	date	tags
199	tt0104652	movie	Porco Rosso	Porco Rosso	Kurenai no buta	1992	\N	94	Adventure,Animation,Comedy	7.7	6.0	['Porco Rosso ist Ghibli Typisch ein sehr schöner Film. Nicht nur vom Visuellen, sondern auch von der Thematik. Aber im Gegensatz zu Mononoke Hime, Spirited Away oder Howls Moving Castle fehlt dem Film eine gewisse Substanz. Es ist irgendwie relativ Belanglos. Die Geschichte spielt zu der Zeit der Faschisten in Italien und sie kommen auch in gewisser Art und Weise vor, aber niemals wirklich mit großen Konsequenzen oder Erörterung der brutalen Maschinerie dahinter.\n', 'Es ist ein Kinderfilm in eine düsteren Setting. Und das verträgt sich leider nicht so sehr. Die Geschichte um Marco, den Piraten, dem Amerikaner sind recht unterhaltsam aber mehr leider auch nicht. Immer noch ein guter Film, aber gerade von Miyazaki erwartet man immer ein bisschen mehr. ']	2019-10-12 13:02:00
200	tt0347149	movie	Das wandelnde Schloss	Howl's Moving Castle	Hauru no ugoku shiro	2004	\N	119	Adventure,Animation,Family	8.2	8.0	"['Von allen Ghibli Filmen, gehört die Welt von ""Das wandelnde Schloss"" zu einer meiner Lieblinge. Die Schauplätze sind vielseitig und wunderschön designed. Ob es Sofies Heimatstadt, die Einöde, die Küstenstadt, die Hauptstadt, oder der Himmel ist. Alle haben ihre eigene Atmosphäre und feeling. Auch hinter der schönen Kulisse wirkt die Welt so spielerisch von Magie durchzogen. Und selbst wenn Magie fern liegt, zeigt die Menschheit ihre Muskeln mit technisch weit entwickelten und von fantastischer Architektur.\n', 'Die Charaktere sind ebenfalls großartig Gestaltet. Howl ist sehr ambig und man weiß nie was man an ihm wirklich hat. Die Hexe macht eine fantastische Charakterentwicklung durch, ohne sich von ihren Kern zu entfernen. Selbst das Titel gebende Schloss oder eine Stumme Vogelscheuche strotzt nur so vor Charm und Charakter. Dazu hat der Film einen meiner persönlichen Lieblingscharaktere Calcifer. Einzig Sofie ist leider ein bisschen Dröge. Sie ist eine sonderbare Mischung aus extrem passiv und aktiv. Sie macht zwar eine Entwicklung durch, aber auf eine nicht so elegante Art und Weise.\n', 'Die Geschichte um die verhexte Sofie, das treffen der großen Magier und den Kriege welche sich über alle Länder ziehen ist äußerst interessant erzählt. Man ist irgendwie mitten drin dabei aber merkt auch die verzerrten Wellen der Propaganda in allen Herren Länder. Taten haben auch klare Konsequenzen, die sich eben auf alle Aspekte ausweitet.\n', 'Ein starker Film, der für mich leider von der Protagonistin ein wenig abgeschwächt wird. ']"	2019-10-12 13:16:00
201	tt8804436	movie	Why Are We Creative?	Why Are We Creative: The Centipede's Dilemma	Why Are We Creative: The Centipede's Dilemma	2018	\N	84	Documentary	6.8	4.0	['Why Are We Creative? Hat ein fantastisches Konzept für eine interessante und tiefgreifende Dokumentation. Dazu hat es ein interessantes Potpourri aus verschiedenen Persönlichkeiten aus verschiedensten Bereichen: Kunst, Musik, Film, Wissenschaft, Design, Geistige Führer, etc. Viele Aspekte sprechen für diesen Film. Auch das Hermann Vaske schon früh mit der Frage angefangen hat, gibt ihm ein Zugriff auf ein Haufen interessanter Interviews.\n', 'Warum hat der Film dann nur eine 4 von mir bekommen? Die Antwort ist einfach: Hermann Vaske. Allein eine Idee und den willen es umzusetzen reichen eben nicht aus um etwas interessantes zu erschaffen. Ich finde es auch in Ordnung einen gewissen Persönlichen Touch in die Dokumentation fließen zu lassen. Aber was er da macht, wird mehr zur Beweihräucherung seines eigenen Egos. Mit zum Teil komplett prätentiösen Einfällen oder Umstellung der Fragestellung, so weit, bis sie keinen wirklichen Sinn mehr ergibt. Er nimmt sich auch niemals die Zeit Kreativität in irgendeiner Weise wirklich zu erörtern. Es wirkt gegen Ende wie die Vaske Show, bei der er angeben kann, wie viele coole Persönlichkeiten er schon getroffen hat. Selbst die Aussagen der Persönlichkeiten, welche zum Teil schon sehr interessant sind, verblassen in seinem gesamt Konzept sich selbst zu feiern. ']	2019-10-15 12:08:00
202	tt0431021	movie	Possession - Das Dunkle in dir	The Possession	The Possession	2012	\N	92	Horror,Mystery,Thriller	5.9	4.0	"['Als ich jünger war, war ich fasziniert von jeglichen Paranormalen Phänomenen. Ich hab zwar an nichts geglaubt, aber die Fantasie dahinter war immer etwas das mich sehr angezogen hat. So hab ich auch damals von der mysteriösen Dibbuk Box gehört, wie sie den Besitzern Pech bringen, Geräte kaputt machen, einen bissigen Katzenurin Geruch mit sich zieht und langsam die Leute mit lauter Unannehmlichkeiten in den Wahnsinn treiben möchte. Wer hätte gedacht das sowas irgendwann mal verfilmt wird.\n', 'Und jetzt sind wir hier, Possesion - Das Dunkle in Dir. Ein 0815 Horror Film, welcher sich die original Geschichte nimmt und die ""wahren"" Ereignisse dahinter komplett aus dem Fenster wirft. Was an sich nicht wirklich schlimm ist, so richtig Gruselig (bis auf den Fluch Faktor wenn man über sie redet) war die echte Dibbuk Box nie wirklich. Sie sah auch bei weitem nicht so gruselig aus wie die in dem Film.\n', 'Die Schauspieler sind kompetent und machen ihre Sache von okay bis gut. Ab und an hat der Film auch ein paar clevere Einfälle oder coole Visuals. Leider wird das alles von den sonderbaren Editing, der holprigen Erzählweise und dem furchtbaren Soundtrack zunichte gemacht. Der Vater geht in das Zimmer der bessesenen Tochter, in der sie mitten im Raum sitzt und von unzähligen großen Motten umgeben ist. Ein Cut to Black später, sieht man ihm zu wie er irgendwelche Video Datein von dem Computer der ExFrau löscht. Es ist alles nicht rund und springt manchmal viel zu sehr durcheinander. Auch ist der Spannungsaufbau so gut wie gar nicht gelungen. Auch der interessante Aspekt des Jüdischen Geistes, wird kaum in irgendeiner Art und Weise ausgespielt. Sie tragen halt ne andere Frisur und Klamotten als die Priester, aber sonst ist es ziemlich das gleiche.\n', 'Nicht das ich jemals viel von dem Film erwartet habe, trägt er leider ein paar Krankheiten in sich, die ihn leider eher schlecht als recht machen. Auch wenn ich sagen muss, das zum einmal Anschauen er schon okay war. ']"	2019-10-20 21:55:00
203	tt0245429	movie	Chihiros Reise ins Zauberland	Spirited Away	Sen to Chihiro no kamikakushi	2001	\N	125	Adventure,Animation,Family	8.6	9.0	['Chihiros Reise ins Zauberland gehört vollkommen zurecht zu den Kronjuwelen die Miyazaki mit Studio Ghibli geschaffen hat. Die Animation, die Musik, die Geschichte, der Subtext: alles fügt sich wunderbar zu einem wahren Meisterwerk zusammen, der einen in ein wahrhaftiges Zauberland entführt.\n', 'Die Geschichte um das zehn Jährige Mädchen Chihiro und wie es plötzlich in die Welt von Hexen, Shinto Geister aller Art und sonderbaren Dämonen herein fällt ist fantastisch gestaltet. Die Welt fühlt sich wirklich Lebendig an und alles wirkt alt eingesessen, wie man es fasziniert durch die Augen von Sen betrachtet. Mit vielen zauberhaften Charakteren, die alle einen gewisse Entwicklung durch die Geschichte durchmachen. Ob es nun das unerzogene Baby der Hexe ist, der Ohngesicht Geist, welcher sich von der Gier zerrt, ein junge Names Haku der sich von Yababa in der Magie lehren lässt. Und das sind nur ein paar, von so vielen prägnanten und glaubhaften Charakteren. Die Geschichte in welcher Chihiro von einem etwas verzogenen Mädchen zu einer reifen Person heranwächst ist auch fantastisch mit verschiedenen zu meisternden Geschichten erzählt. Mit einem Ende, das jeden, ob es nun im Zauberland oder vor dem Fernsehr sitzt ist, nicht unberührt lassen wird.\n', 'Das Design von Ghibli scheint hier wieder ganz stark, mit fantastischen Charakter Designs und grandiosen Architekturen. Die Animationen sind ebenfalls beeindruckend und haben nach all der Zeit an keinerlei Reiz oder Schönheit verloren. Dazu ein genialer Soundtrack vom Hofkomponisten Joe Hisaishi, welcher die ganze Sache noch abrundet.\n', 'Chirios Reise ins Zauberland ist ein besonderer Film, den man auf jeden Fall einmal in seinen Leben gesehen haben sollte. ']	2019-10-20 22:04:00
204	tt0097814	movie	Kikis kleiner Lieferservice	Kiki's Delivery Service	Majo no takkyûbin	1989	\N	103	Animation,Family,Fantasy	7.8	7.0	['Gleich von Anfang an war klar, das Kikis kleiner Lieferservice eine schöne Zeit versprechen wird. Der Film schlägt eher in die Kerbe eines Totoro, mit kleinen Slice of Life Geschichten in einer zauberhaften Welt.\n', 'Das kleine Mädchen Kiki ist nun schon 13 Jahre alt und muss so, den Hexencodex entsprechend, auf die Reise gehen und sich eine Hexenlose Stadt suchen, um dort quasi ihre Ausbildung auf eigener Faust voran zu treiben. Nach einem kurzen Flug und einer Zugfahrt, kommt sie in einer kleinen Küstenstadt an um dort, nach ein paar kleiner Rückschlägen ein Lieferservice auf zu machen. Die Geschichte ist simpel und geht niemals wirklich tief. Aber das muss es auch nicht, wenn es so fantastisch erzählt ist. Alle Charaktere sind Ghibli typisch super in Szene gesetzt. Nicht nur mit ihren Character Design, sondern auch durch ihre eigene Art und Weisen der Bewegung, der fantastischen japanischen Synchronsprecher und durch ihr Handeln. Kein Charakter wirkt austauschbar oder langweilig und man freut sich auch immer wieder wenn man alte Gesichter wieder sieht.\n', 'Die Welt, von Miyazaki als eine Art Pan-Europa in denen der erste und zweite Weltkrieg nicht statt gefunden hat, ist auch super in Szene gesetzt. Die Architektur ist hinreißend und imposant gestaltet. Mit dem Ozean als Hintergrund, möchte man am liebsten seinen nächsten Urlaub in der Stadt buchen.\n', 'Aber ganz ohne Drama kommt die Geschichte dann doch nicht aus. Als Kiki plötzlich sich selbst nicht mehr findet und ihr neuer Freund in Gefahr schwebt (hehe), wird es ernst. Das ganze wirkt ein wenig sonderbar, im Friede Freude Eierkuchen Teil davor, aber gerade dieser Kontrast macht es nochmal extra spannend.\n', 'Eine wirkliche schöne Geschichte die Ghibli auf vortreffliche Art und Weise auf die Leinwand gezaubert hat. ']	2019-10-20 22:16:00
205	tt5294518	movie	Eli	Eli	Eli	2019	\N	98	Drama,Horror,Mystery	5.8	3.0	['Hinter Eli steckt ein interessantes Konzept, und ein paar clevere und gruselige Ideen, die leider im zwang den Zuschauer mit einem großen Twist zu WOWen ein wenig untergeht. Die Grundgeschichte an sich ist ganz gut. Ein Junge der Allergisch auf die Umwelt ist und außerhalb einer Plastik Bubble nicht überleben kann. Mit der letzten Hoffnung, fahren sie in ein altes Herrenhaus, das genau für diese Bedürfnisse umgebaut wurde. Es fängt interessant an, mit sonderbaren medizinischen Experimenten, sonderbare Geisterwesen und die Möglichkeit, das dies alles nur in Elis Kopf spielt. Aber das wäre natürlich viel zu interessant und feinfühlig gewesen. Im späteren Drittel wird man in Verwirrung geworfen, in dem jeder Charakter mehr weiß als der Zuschauer und man auch durch aktives anschauen nicht hinter den letzten Twist kommt. Rein von der Geschichte fängt es stark an und baut immer weiter ab, bis man am Ende enttäuscht zurück gelassen wird.\n', 'Die Horror Elemente sind dagegen echt gut gestaltet. Das sehen und nicht sehen der Geister ist sehr effektiv gemacht und die Wesen sind auch so Vage dargestellt, das die Fantasie des Zuschauers die weiteren gruseligen Gedanken einfließen lässt. Die Schauspieler machen auch ein guten Job. Vor allem der Titelträger Eli macht es richtig gut, mit gänsehauterzeugenden Schreie und einer wunderbare Darstellung von Paranoia.\n', 'Aber trotz des Lobes reißt die Geschichte leider den Film herab. Als Kurzfilm von 30 Minuten hätte es wirklich was werden können. Aber auf 90 Minuten ausgequetscht funktioniert der Film einfach nicht so wirklich.']	2019-10-22 12:34:00
206	tt0193253	movie	Jin-Roh	Jin-Roh: The Wolf Brigade	Jin-Rô	1999	\N	102	Action,Animation,Drama	7.3	8.0	['Jin-Roh ist ein sehr wohlüberlegter Anime, welcher nicht nur ein interessanten Thematischen Twist der japanischen Gesellschaft durchdenkt, sondern auch in die fragile Psyche eines PTSD geplagten Mannes eintaucht, der inmitten einer komplexen Verschwörung steckt, welche ihre widerlichen Tentakel in alle möglichen Leben streckt und Menschen wie Werkzeug nutzt, das auch gerne zerbersten kann, wenn es dem Zwecke dient.\n', 'Der Film ist sehr langsam und nimmt sich die Zeit, in Fuses Flashbacks einzutauchen, die ihn immer noch täglich belasten. Der Polit-Thriller wird dabei auch sehr geschickt gezeichnet, von interessanten Spielern auf jeder Seite. Und so breit es beginnt, spitzt sich der Konflikt auf immer kleineren Ebenen hinzu. Mit mehreren Wendungen, die man beim ersten mal anschauen nicht kommen sieht, und welche die das gesamte Geschehen immer wieder in einem anderen Licht erscheinen lassen.\n', 'Dazu der guten Artstyle, das verdammt gute Design und die ausgezeichneten Animationen machen Jin-Roh zu einem sehr speziellen Anime, den man nicht missen sollte, wenn man sich für das Medium interessiert. ']	2019-10-26 10:10:00
207	tt0816556	movie	Lake Mungo	Lake Mungo	Lake Mungo	2008	\N	87	Drama,Horror,Mystery	6.3	7.0	['Lake Mungo ist ein sehr interessanter und außergewöhnlicher Horror Film. Es als eine Art Mokumentary aufzuziehen gibt den Filmmacher eine ganz neue Art und Weise mit der Thematik umzugehen. Und er stellt sich dabei äußerst geschickt an. Man wird erst durch den tragischen Tod und den Einfluss auf die Familie geführt, von Geister verfolgte Bilder, die durch die kräusilge Bildqualität, den ausgezeichneten Soundtrack und den passenden Kontext einem echt die Nackenhaare hochstehen lassen hat. Die weiteren Twists und Wendungen werden ebenso geschickt in Szene gesetzt.\n', 'Die Schauspieler machen ihren Job auch sehr gut und spielen eher dezent und unterdrückend, wie es eben wäre, wenn man einem die Kamera ins Gesicht hält. Das macht die paar emotionalen Ausbrüche, wenn sie mal kommen, noch so viel intensiver.\n', 'Auch wenn der Film vieles richtig gut macht, stören im Gesamtbild die vielen Sprünge doch ein wenig, sodass die Emotionalität, die man in den verschiedenen Kapiteln aufnimmt, sich niemals richtig setzten kann. Das macht eine der stärke des Filmes leider auch zu einer der schwäche. Aber Joel Anderson hat sich dem Thema Dokumentation extrem geschickt angewendet und ein interessanten und effektiven gruseligen Film geschaffen, den man als Horror Fan mal gesehen haben sollte. ']	2019-10-26 10:27:00
208	tt0440803	movie	Shutter - Sie sind unter uns	Shutter	Shutter	2004	\N	97	Horror,Mystery,Thriller	7.0	8.0	['Shutter hat mich ehrlich überrascht. Ich habe ein einfachen, 0815 Horror Film erwartet und wurde von einem sorgfältig aufgezogenen, mit vielen interessanten Wendungen gespickten Film überrascht. Dabei ist Shutter fast noch mehr ein übernatürlicher Thriller, der geschickt eine faszinierende Geschichte aufbaut die mit jedem neuen Informationshappen alles wieder in Frage stellen lassen.\n', 'Man merkt das der Film von jemanden gemacht wurde, dem das ganze Projekt wirklich am Herzen lag. Jede Einstellung ist wohl überlegt, das Sounddesign berieselt ständig die Nerven und der vage Schleier zwischen Wahn und Realität lässt einen Paranoid werden. Leider zieht dabei nicht alles. Gerade die Horrorelemente, obwohl sie Handwerklich gut sind, funktionieren nicht wirklich. Aber diese kleinen Wermutstropfen werden durch die fantastische Geschichte mehr als Wett gemacht. Ich mag es auch Filme aus fremden Kulturen anzusehen. Szenen wie die Bestattung, bei der das Dröhnen der betenden Mönche einen in eine Trance versetzt, hat schon was sehr Spezielles an sich.\n', 'Die Themen der Fotografie, Geister, welche bei den Lebenden zurückbleiben und Sünden die einen erdrücken werden großartig umgesetzt. Shutter ist ein Projekt, das den Filmemachern sehr am Herzen lag und das spürt man auch in jedem Shot, mit einer Geschichte die einen noch eine Weile lang verfolgen wird. Wenn jemand auf Horror Filme steht, kann ich ihnen Shutter nur ans Herz legen.\n']	2019-10-26 11:46:00
209	tt0087544	movie	Nausicaä aus dem Tal der Winde	Nausicaä of the Valley of the Wind	Kaze no tani no Naushika	1984	\N	117	Adventure,Animation,Sci-Fi	8.0	8.0	"['Nausicaä ist ein fantastischer Film, so viel erst mal vorweg. Es zeigt Miyazakis und Ghiblis größte Stärken, nicht nur in dem Artstyle, der Musik und der Animation, sondern wieder vor allem in der Geschichte und deren tieferen, sozialkritischen Bedeutung.\n', '1000 Jahre nach dem Untergang der Menschheit, leben kleinere Länder in einer Post-apokalyptischen Welt, welche von der Natur wieder übernommen wurde und den ehemaligen Herrscher der Erde in ständige Gefahr leben lässt. Riesige Insekten, das Meer des Verfalls, Fungi welche scheinbar nur dafür da sind, das alte auszulöschen und dem neuen Platz zu schaffen. Wir blicken dabei in das Tal der Winde, welches eine Harmonisierte Gesellschaft zeigt, welche in ständiger Angst, aber durch Sorgfältigkeit in einem gewissen Frieden lebt. Man trifft die Protagonistin des Filmes, welche den Wert des Lebens erkannt hat und dies über allen schätz.\n', 'Ähnlich wie in Mononoke Hime, wird hier der Konflikt der arroganten und gierigen Menschheit gegen die natürliche aber auch brutale Harmonie der Natur im Vordergrund. Der Friede wird nämlich schnell durchbrochen, als ein gigantisches Stahlschiff im Tal bruchlandet und die darauf folgenden Soldaten die Bewohner in Gewahrsam nehmen. Man wird in die Wahnwitzigen Konflikte außerhalb des Tales verwickelt, in denen das morden und Aufopferung an der Tagesordnung steht. Alles mit einem großen Plan, sich als Dominante Kraft zu etablieren und die Erde mit einem mächtigen Feuer zu ""reinigen"".\n', 'Miyazaki zeigt dabei die Grausamkeit und Brutalität dieser Realität, ohne dabei außerordentlich explizit zu werden. Alles wirkt typisch Ghibli eben äußerst Märchen- und Traumhaft. So auch die Heldenfigur von Nausicäa, welche über jegliche Grenzen und Spezien das große Ganze als erstrebenswert ansieht und sich auch dafür Opfert, wenn sie es muss. Dies wird alles authentisch und stark inszeniert, sodass die Geschichte um Nausicäa niemand wirklich kalt lassen sollte.\n', 'Leider hat der Film aber auch seine schwächen. Das Pacing ist nicht unbedingt das beste und manchmal zieht der Film sich ein bisschen. Und auch wenn Joe Hisaishi dort wieder den Taktstock geschwungen hat, gab es ein paar Stücke die mir nicht ganz so gut gefallen haben. Und auch wenn Nausicäa ganz gut gestaltet wird, ist sie leider doch ein wenig einseitig, was zu der Geschichte und ihrer Rolle passt, aber für mich etwas vermissen lässt. Ich bin auch kein Fan davon das sie eine Prinzessin ist, da es viel stärker wirken würde, wenn sie sich selbst hochgearbeitet hätte, anstatt in den Adel geboren zu sein.\n', 'Aber das sind nur Kleinigkeiten, welche an diesen Meisterwerk ein wenig kratzen, es aber nicht weniger genial macht.\n']"	2019-10-26 12:03:00
210	tt1959490	movie	Noah	Noah	Noah	2014	\N	138	Action,Adventure,Drama	5.8	1.0	['Als großer Darren Aronofsky Fan habe ich diesen Film lange vor mich hingeschoben. Es ist ja nicht unbekannt das er sich Themen wie Gott, der Mensch, Mythik zur Hand nimmt und seine eigene Version daraus spinnt. Das Gedankenexperiment bei Pi oder die Metapher bei Mother! habe ich sehr genoßen. Das Spiel zwischen Gott und Mensch mit solch einer zärtlichkeit und visuellen finesse war immer ein Genuß für mich.\n', 'All das fehlt mir leider bei Noah. Das Spiel zwischen Gott und Noah wird sehr vage ausgelegt und dann ebendies noch mit den späteren Konflikt zwischen Ila, Shem und Noah sehr gut zugespitzt wird, bekommt dies doch kein zufriedenstellende Auflösung, noch ist der Konflikt gut ausgearbeitet. Es wirkt alles in seiner Erzählung arg dröge und langweillig. Dies kann verziehen werden, wenn der Film in anderen Aspekten glänzt, aber hier versagt er gerade auf einem seiner Spezialgebiete. Der Film ist langweillig anzuschauen. Klar muss man die Welt als desolet zeigen, damit die Flut auch irgendwie gerechtfertigt wird (mit Regen der Blumen hinterlässt, etc), aber dies kann man auch auf eine interessantere Art und Weise machen. Die Farben sind sehr eindeutig und fad gehalten, welche nur mal durch Methusalems Berg oder den sprießenden Wald wieder aufgepeppt wird. Aber das reicht leider nicht.\n', 'So bleibt der Film mit langweillig erzählter Geschichte, dröger Bildsprache und etwas starren Schauspielern welche die Tragweite der Geschichte zwar vermitteln wollen, dabei aber leider versagen.\n', 'Der Film bekommt eine 1 von mir, da er eins der schlimmsten Sachen macht, was ein Film machen kann, durch und durch langweillig sein.']	2019-11-01 15:27:00
211	tt0054215	movie	Psycho	Psycho	Psycho	1960	\N	109	Horror,Mystery,Thriller	8.5	2.0	"['Wer kennt nicht den Filmklassiker mit Vince Vaughn in der Hauptrolle? Richtig! Psycho!\n', 'Warum existiert dieser Film? Wirklich weil man der jugend nicht zutrauen kann einen Film in schwarz-weiß zu sehen? Ich bin sehr froh das es kein Trend ist, der irgendwie an popularität gewonnen hat. 12 Angry Men mit einem bunten Cast von Brad Pitt, Chris Pratt, Charlie Sheen? Ne, ne, ne...\n', 'Die ""künstlerische"" Entscheidung ein shot-by-shot remake zu machen hat nur eines gezeigt, dass es eben mehr als die genaue Einstellung und die Worte braucht um einen großartigen Film zu machen.\n', 'Als besonders negativ ist mir natürlich Vince Vaughn aufgefallen, dem diese Rolle einfach nicht zugeschrieben gehört. Norman Bates war ein schüchterner junger Mann, der von seiner Mutter eingeschüchtert wurde und so nur noch mikriger erschien. Dies wurde damals sehr gut von Anthony Perkins dargestellt, sodass der Twist des cross dressers sogar als ein gewisser Schock aufkommt. Dies ist hier eben nicht der Fall. Vince Vaughn wirkt einfach schon zu sonderbar und es schwingt eine sonderbare gewaltätigkeit von ihm aus, welche ihn sofort verdächtig erscheinen lässt. Desweiteren hat er bei der ersten Szene echt ein bisschen zu dick aufgetragen, was den wichtigten ersten Eindruck eben mit deisen bitteren Beigeschmack zurück lasst. Später bessert er sich, aber da ist das experiment schon gescheitert.\n', 'Der Film bekommt 3 Punkte, ein gut gemeintes Experiment das aber Fehlgeschlagen ist.']"	2019-11-01 15:36:00
212	tt0155975	movie	Psycho	Psycho	Psycho	1998	\N	105	Horror,Mystery,Thriller	4.6	2.0	"['Wer kennt nicht den Filmklassiker mit Vince Vaughn in der Hauptrolle? Richtig! Psycho!\n', 'Warum existiert dieser Film? Wirklich weil man der jugend nicht zutrauen kann einen Film in schwarz-weiß zu sehen? Ich bin sehr froh das es kein Trend ist, der irgendwie an popularität gewonnen hat. 12 Angry Men mit einem bunten Cast von Brad Pitt, Chris Pratt, Charlie Sheen? Ne, ne, ne...\n', 'Die ""künstlerische"" Entscheidung ein shot-by-shot remake zu machen hat nur eines gezeigt, dass es eben mehr als die genaue Einstellung und die Worte braucht um einen großartigen Film zu machen.\n', 'Als besonders negativ ist mir natürlich Vince Vaughn aufgefallen, dem diese Rolle einfach nicht zugeschrieben gehört. Norman Bates war ein schüchterner junger Mann, der von seiner Mutter eingeschüchtert wurde und so nur noch mikriger erschien. Dies wurde damals sehr gut von Anthony Perkins dargestellt, sodass der Twist des cross dressers sogar als ein gewisser Schock aufkommt. Dies ist hier eben nicht der Fall. Vince Vaughn wirkt einfach schon zu sonderbar und es schwingt eine sonderbare gewaltätigkeit von ihm aus, welche ihn sofort verdächtig erscheinen lässt. Desweiteren hat er bei der ersten Szene echt ein bisschen zu dick aufgetragen, was den wichtigten ersten Eindruck eben mit deisen bitteren Beigeschmack zurück lasst. Später bessert er sich, aber da ist das experiment schon gescheitert.\n', 'Der Film bekommt 3 Punkte, ein gut gemeintes Experiment das aber Fehlgeschlagen ist.']"	2019-11-01 15:36:00
213	tt2404233	movie	Gods of Egypt	Gods of Egypt	Gods of Egypt	2016	\N	127	Action,Adventure,Drama	5.4	2.0	['Ich kann verstehen woher die Motivation von diesen Film kam. GCI war so weit, das man auch die fanstastischsten Welten zum Leben erwecken konnte. Die Mythische Geschichte um Familie, Rache und Götter ist schon seit tausenden von Jahren ein dauerbrenner. Dazu einen sympatischen aufkommenden Schauspieler als Gott Horus und ein kleiner spitzfinden Menschlichen Charakter dessen Liebe weder Götter noch Himmel und Hölle zurückschrecken lässt.\n', 'Alles gute Zutaten für einen angehnehmen Popcorn Kino Film.\n', 'Aber die Zutaten machen eben nicht allein das Gericht aus. Was dabei rausgekommen ist, ist ein Visuelles Chaos von übertrieben entworfenen Gebäuden, Göttern, Monstern, Fallen, etc. Ein schlechter (leider nicht so schlecht das sie schon wieder gut sind) One Liner von jedem Charakter. Eine Geschichte die sich wie Kaugummi zieht mit allen Twists and Turns die man schon von weiten erkennen kann.\n', 'Nichts hat wirklich zusammen gepasst und so hinterlässt dieser Film auch nur verwirrte Blicke und einen faden Beigeschmack.\n', '2 Punkte für dieses Inkohorente zusammengematsche von Ideen und Konzepten.']	2019-11-01 15:43:00
214	tt2737304	movie	Bird Box	Bird Box	Bird Box	2018	\N	124	Horror,Mystery,Sci-Fi	6.6	4.0	['Bird Box per se ist kein schlechter Film. Es gibt viele gute Aspekte, die diesen Film einfach richtig gut machen könnten, aber dann eben doch zu viele unzulänglichkeiten, welche den Film wieder hinab reißen.\n', 'Wäre Bird Box eine Serie mit verschiedenen Episoden welche je nachdem was passiert den Fokus auf etwas anderes legt, hätte es richtig gut werden können. So wirken die kleinen Geschichten entweder zu schnell abgearbeitet oder als unnötiger Füller für die Geschichte die es erzählen möchte. So entwickelt sich eine sehr interessante und packende Geschichte langsam zu einem Sammelsurium von Begegnungen die weder bei der Protagonistin noch beim Zuschauer wirklch einen tiefen Eindruck hinterlässt.\n', 'Dazu die quasie nicht vorhandene Charakterentwicklung von Malorie die dann im schnelldurchlauf noch auf den Kopf gestellt wird.\n', 'Es hätte es was gutes werden können, hat sich aber dann doch zu sehr verhedert. 4 Punkte.']	2019-11-01 15:50:00
215	tt3606756	movie	Die Unglaublichen 2	Incredibles 2	Incredibles 2	2018	\N	118	Action,Adventure,Animation	7.6	4.0	['Die Unglaublichen gehört bis heute noch zu einer meiner lieblings Animationsfilme. Den Spagat den dieser Film damals geschaffen hat, mit genügend Unterhaltung für die Kleinen und auf einer anderen Ebene genauso für die Großen, war eine wunderbare Mischung, was dieser Film einfach Perfekt eingefangen hat.\n', 'Dementsprechend waren meine Erwartungen groß an diesen Film. Ich hab mir eine ähnliche Mischung erhofft und wurde leider dabei Entäuscht.\n', 'Der Film ist visuell top notch, auch die Animationen sind sehr gut, gerade wenn ich an die Verfolgungsjagd mit dem Motorad denke, wird mir ganz warm ums Herz. Ebenso hat es viele interessante Thematiken augegriffen und das Geschwisterpaar haben interessante Ansichtspunkte vorgestellt und diese auch bis zum schluß verteidigt.\n', 'Leider fiel für mich der komplette Arc das Mr Fantastic jetzt als alleinerziehender die Stellung halten musste eher flach. Es war für mich einfach nicht so interessant oder unterhaltsam erzählt. Dabei bin ich aber dabei wahrscheinlich als Kinderloser Student auch nicht das Publikum das sie ansprechen wollten. Dazu kam, dass der große Masterplan (ich baue Verbrechen auf, um sie zu Verhindern um wie ein Held dazustellen (um sie dann wie die Bösen darzustellen)), 1 zu 1 aus dem ersten Teil geklaut ist.\n', 'Wo ich mich im ersten Teil noch sehr gut unterhalten und angesprochen gefühlt habe, hat der zweite Teil einen Generational Shift gemacht, in dem ich scheinbar so dazwischen liege, das es mir einfach nicht passen will.\n', '4.5 Punkte dafür das der Film mir einfach nicht passen will.']	2019-11-01 16:08:00
